order_id,customer_id,order_date,region,category,items,order_value
39,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-02-24,West,Home,2,79.35
40,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-03-05,East,Sports,1,60.9
41,bf3c4c06-4343-48bc-89fa-6a688fb5d27b,2025-01-03,South,Electronics,3,91.67
42,956269f0-e5d7-4875-adad-d6c795a76d79,2025-02-20,East,Electronics,4,104.84
43,ff50bde4-3825-47b8-9cab-cc97663f1c97,2025-01-07,West,Toys,4,50.62
44,7e570ddf-8270-40a8-a369-b584ff5e9ff0,2025-01-21,North,Electronics,1,132.21
45,dc713d96-0c0f-4195-817a-f08a1745d6d8,2025-03-14,South,Clothing,1,56.84
46,28f49481-a0a0-4dc4-a720-9bdf1c11f735,2025-02-08,West,Clothing,4,72.25
47,98ae4334-6c12-4ce8-ae34-0454cac5b68c,2025-01-18,East,Home,3,94.18
48,988c24c9-61b1-4d22-a280-1c4510435a10,2025-01-04,South,Clothing,6,62.32
49,405cacec-8774-49a9-b7d2-1e02ff01cf99,2025-03-30,South,Electronics,4,109.16
50,f143262f-dc5c-4eed-8da0-365bf89897b9,2025-03-01,South,Clothing,2,66.62
51,1d53434b-b881-49b9-ae27-0da702f06b90,2025-01-14,South,Home,2,87.3
52,c0398710-8976-4334-a281-7efdae849217,2025-01-09,East,Clothing,2,70.11
53,5715bd6f-a416-4293-84c2-e2e3444ea7c8,2025-03-31,South,Electronics,3,132.98
54,287d06ca-6f4c-469a-8b22-d3081c8eaee9,2025-02-22,East,Clothing,1,39.57
55,b8db0672-f42d-47cc-80d4-af5974273ca3,2025-01-02,West,Electronics,5,112.35
56,f8cda88b-436d-46e2-b83c-fe0be037e5ed,2025-03-25,North,Home,1,51.52
57,81f76d1c-2dbc-4134-830f-f46e8026695f,2025-03-01,South,Electronics,3,131.2
58,a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,2025-03-12,South,Electronics,3,116.82
59,81f631d4-a392-41a7-9777-a4774c66e0a8,2025-02-13,East,Sports,2,76.46
60,5fb8d16c-2720-497d-b2eb-d6899be578c7,2025-01-08,North,Home,2,57.86
61,f4188f3f-8a14-4e62-a95b-4715c333e861,2025-02-16,East,Toys,4,61.01
62,eb2263dd-87c5-421e-ac24-a3c5c754108f,2025-02-04,West,Toys,3,22.08
63,7d154385-52fb-443b-9954-6eb400257ad1,2025-03-19,South,Clothing,6,71.62
64,5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,2025-03-22,West,Electronics,2,121.77
65,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,2025-02-05,West,Home,5,77.16
66,3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,2025-02-19,North,Sports,3,65.95
67,14296c07-f26b-4776-913e-4de2e0c53cb8,2025-01-04,North,Home,3,70.43
68,d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,2025-01-02,West,Electronics,3,139.43
69,885f6e66-c2b6-42c5-ba5d-310011b7e948,2025-01-06,West,Clothing,5,60.19
70,a8e56e0c-20de-435d-a031-d750c40db9b4,2025-02-23,North,Sports,1,50.96
71,2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,2025-01-04,North,Sports,2,64.24
72,9b49bd26-df57-459a-8715-a10343dac043,2025-02-23,North,Electronics,2,121.93
73,edcd465e-3638-4821-b6e0-7cc06c52c49f,2025-03-04,West,Clothing,4,73.47
74,b09b2a5c-badc-432a-8159-0f538a0f4efb,2025-01-18,North,Electronics,2,110.93
75,66245bfa-4fcc-439a-b683-d2e6337ea2df,2025-03-31,South,Electronics,2,111.93
76,5f987c71-a65e-488e-abf3-ad39fec21bbe,2025-02-13,West,Toys,4,40.35
77,7394988f-847f-49b4-a64d-1bcb702753a1,2025-02-03,North,Electronics,3,133.1
78,1064005c-3985-43cf-bf76-be1d1efa2197,2025-03-15,East,Home,7,59.47
79,8dcdcd03-969b-4662-8562-8059568cc69b,2025-03-03,South,Electronics,5,127.58
80,01d74256-3860-4ab6-96a4-02f23ae8cc93,2025-01-14,West,Toys,2,33.04
81,0f1259e0-a18f-46b6-b535-106e122c9a56,2025-02-17,South,Sports,2,65.13
82,080aadfb-e7c9-4b26-9141-25c63a9bedd4,2025-01-15,East,Clothing,2,90.02
83,839fbc50-1223-4513-9496-f63cdc1110c1,2025-03-13,East,Sports,3,67.05
84,7c441fe7-ab42-40a7-874a-493b3ceddf2d,2025-03-19,North,Electronics,3,131.32
85,b92da22b-21df-406f-8a0b-3c3336d8393a,2025-03-28,North,Home,8,90.78
86,93829b43-922f-415a-a1e3-db63ef7ddc76,2025-03-03,South,Home,4,62.3
87,7914c120-c8dc-419f-be35-11287900f7f9,2025-02-09,South,Electronics,2,92.32
88,1825bc54-30be-445f-a835-14f2ceb81f9d,2025-03-26,West,Home,2,92.31
89,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,2025-03-21,West,Toys,2,23.75
90,dd2467ac-778e-4db3-a93d-ffbc6c6fa611,2025-03-23,South,Electronics,2,95.04
91,a748dbcf-ac61-4e63-8dde-29a6baa4b71a,2025-02-22,East,Home,3,95.39
92,0f844fef-1931-49ee-a56c-0941fbf24050,2025-01-24,East,Electronics,3,104.71
93,ccf3a171-56dc-4907-ba6c-34ab6712303a,2025-01-26,West,Electronics,2,108.41
94,310c0c00-3fa7-4104-9bf9-0e27dc96925e,2025-03-30,South,Toys,4,69.62
95,23e2fcb4-72d8-467d-894a-05e430b187ef,2025-03-01,South,Home,2,55.1
96,766ecb15-474e-4c19-aef9-12766c006f61,2025-02-10,South,Home,1,61.16
97,134c6c92-ec5b-427c-9fde-4fbf3ff350bf,2025-01-29,South,Sports,3,63.1
98,db20a56e-dc81-4fe7-8eda-8bbb71710434,2025-01-15,South,Electronics,6,116.4
99,a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,2025-02-14,South,Home,3,66.59
100,03c72ba8-d605-4770-8a63-f881ffd0f9d5,2025-03-06,North,Home,3,62.62
101,c0e9ab30-ed26-42e9-97e0-11b7f8102383,2025-03-30,East,Clothing,2,82.65
102,680ac07a-2a93-4d62-bc83-5dc0d9441fa5,2025-03-12,North,Toys,4,43.94
103,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,2025-01-09,North,Sports,2,78.78
104,2a25a888-0f02-4ad0-a706-7ef466aa9385,2025-03-29,South,Home,2,77.94
105,63f2ae24-fc3d-4348-808d-4127610461e3,2025-01-01,North,Sports,3,74.34
106,c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,2025-01-08,East,Electronics,4,133.99
107,b253d218-6c4a-47ea-8906-17f2747b6dba,2025-03-29,South,Electronics,2,105.06
108,c88a618e-fed4-457d-bb02-6576f512c4c3,2025-03-04,South,Electronics,5,123.97
109,7c967f79-b7e9-4aca-a970-65e18e46d534,2025-01-11,South,Home,4,90.44
110,37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,2025-03-22,North,Clothing,4,83.17
111,bc594585-9445-48c0-8ef8-c2d6f7fd5646,2025-01-08,North,Clothing,3,89.22
112,504867ba-bf7b-439b-8f9a-ea4b8acd4e10,2025-02-04,West,Toys,5,41.05
113,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,2025-02-04,South,Clothing,4,77.08
114,87f7e1fb-da4b-49ca-ab5c-f46780bacd64,2025-02-02,South,Clothing,3,19.95
115,82010c62-f5f5-4b22-8e8f-a8e0284d82e5,2025-01-05,North,Electronics,4,143.28
116,118a9d29-2f92-4996-99f1-95d014822f53,2025-02-10,South,Electronics,3,109.11
117,dca02eec-acda-4acc-9165-e21098543881,2025-01-28,East,Clothing,2,56.38
118,f10c718b-1eb0-438a-a75d-d5af3c365296,2025-01-07,East,Home,3,86.62
119,94340a03-3f07-4814-91d6-3f78e3e9de99,2025-03-14,East,Sports,5,67.7
120,14fcdd54-9e8f-4965-8a2c-827e98326856,2025-03-13,North,Electronics,4,122.95
121,90b2b633-956b-4c0c-a849-9b926b5252e3,2025-01-12,South,Electronics,6,143.82
122,42c18a62-ef48-48d5-90fd-9d3f85d51695,2025-02-03,West,Home,3,74.24
123,506e5a9a-b758-488d-ab73-295b344a54b8,2025-02-02,West,Electronics,1,103.7
124,21813d25-6552-48a6-83ff-50113d1a85dd,2025-02-17,North,Electronics,2,147.2
125,750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,2025-01-23,South,Sports,2,77.9
126,ef8c485b-c07a-40f2-add4-253b50f0fd0a,2025-03-03,North,Electronics,1,148.83
127,9f044aed-7552-4327-8262-7f7312922f83,2025-03-29,North,Clothing,1,72.95
128,19985f15-ff00-4d4d-9020-59e4ff9ab5c2,2025-02-06,South,Home,5,60.15
129,8181a8cc-3691-47eb-89a2-688b12c136e0,2025-02-13,North,Electronics,3,129.68
130,5958a499-eeea-463e-a1e8-ac6843e42caf,2025-03-27,East,Home,5,65.24
131,3e896c64-e117-4ac3-919c-4ea3e1805081,2025-02-04,South,Sports,2,70.11
132,702cdd20-2862-48b8-88f4-ef125e9953d2,2025-03-06,North,Home,2,78.86
133,4d71c366-b41b-4143-8b10-550cd5704f32,2025-02-16,North,Sports,2,45.74
134,ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,2025-03-19,West,Electronics,7,107.81
135,aaf91531-0200-41f0-8768-a84fa76afde6,2025-01-03,North,Sports,3,103.08
136,ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,2025-01-01,East,Electronics,3,123.58
137,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,2025-01-05,South,Clothing,4,57.37
138,e3c43657-1d8c-4bac-83b4-09ef2260e70f,2025-03-31,East,Clothing,7,87.19
139,27cb6f2a-8da0-4097-be0f-051b1b66b5a9,2025-01-14,South,Toys,5,34.06
140,35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,2025-01-27,North,Home,3,78.63
141,afffcfd2-341e-440b-97c7-00aab7b56ea7,2025-01-09,North,Electronics,2,134.86
142,81627cf1-4394-42e6-9a58-7e8aa25d6b29,2025-03-20,North,Electronics,3,113.99
143,e87d1c78-e7c4-41c7-8049-7b717d106c60,2025-01-15,South,Sports,3,58.8
144,a2607723-17a0-4f49-8d01-280fd89a40c0,2025-03-31,East,Clothing,2,26.19
145,0b49452d-46d4-43f3-9450-281c6c6f7633,2025-02-11,South,Sports,1,55.95
146,217d65a0-c568-41cd-9563-f61600e85ece,2025-03-18,North,Electronics,1,105.81
147,295d6fbf-430f-401d-bad4-09e2a319dcb4,2025-02-20,South,Home,2,82.38
148,b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,2025-03-04,East,Electronics,3,110.84
149,1ca3c448-0279-46a6-8f97-97b06d7ce3c9,2025-02-21,West,Toys,5,72.37
150,b0e6a969-e213-42b0-b1ee-dba313432e61,2025-01-04,East,Clothing,1,44.14
151,093923de-8bab-4e3b-a628-6bfbe767dcea,2025-01-23,South,Toys,5,61.01
152,8d7248e2-951f-48d0-9e84-f058d5a804eb,2025-01-15,East,Home,6,83.3
153,0ab54bde-20a0-4502-ae06-809725e97977,2025-02-12,West,Clothing,3,72.1
154,eededb07-e623-4689-9d59-cd2a4eea04e7,2025-01-29,West,Clothing,2,71.19
155,0a368ce7-dc57-4131-b8e1-daa7cbceabde,2025-02-05,South,Home,3,46.73
156,ae9bec36-35c7-436c-9b99-62c6e61fecc0,2025-01-13,North,Sports,2,69.83
157,5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,2025-02-01,South,Toys,2,36.07
158,dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,2025-03-12,South,Toys,3,23.01
159,bfddc3d9-9ee3-4c2a-b94d-62046808593f,2025-02-28,East,Sports,1,76.89
160,3c9ad14c-ee0c-4eb5-acfe-db992790cebd,2025-03-27,South,Home,1,105.75
161,ccc56569-f9e8-4369-a999-b735dd56cc94,2025-01-28,North,Home,4,39.9
162,698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,2025-03-07,East,Toys,3,31.98
163,ecab3301-bc8f-4d29-adea-94930658663a,2025-02-11,West,Electronics,3,101.31
164,696608aa-ee49-4329-884a-7b28550a1b46,2025-02-14,South,Sports,1,71.08
165,bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,2025-03-03,East,Sports,2,65.12
166,28c13091-444d-410b-bf87-e362cf8d446a,2025-02-26,South,Clothing,1,50.91
167,61ee411a-1bac-47a7-b386-f7a4c991603f,2025-01-06,West,Toys,2,50.34
168,787f2425-dbcc-4477-89e9-db0adf465290,2025-01-28,West,Home,1,104.54
169,eb1fa9f2-d10b-41d0-b317-347038f16a81,2025-01-28,South,Home,3,119.92
170,d20eac17-4e20-4d1a-9983-36e375d66ed4,2025-02-13,East,Electronics,4,108.91
171,39118497-3a43-42ba-9f0f-06cbcb9bc326,2025-03-25,West,Home,3,52.69
172,6601ddd0-3170-4437-a8f7-ef5a060edf5b,2025-01-30,South,Home,6,88.39
173,11c58ef0-dd46-4c09-8752-87aa5408f9ac,2025-03-03,South,Home,5,104.16
174,59e4b671-4774-4c58-85f8-bc16f7860b50,2025-03-16,East,Sports,3,82.21
175,adf4e62d-6651-429e-8268-690ba43825b5,2025-03-30,North,Toys,2,64.1
176,54c63cd8-8945-4f27-97fa-2d8dfb2ca025,2025-03-03,South,Electronics,3,116.62
177,e08596db-1d87-4966-8710-d430f071d879,2025-01-01,West,Home,2,70.86
178,94a1875d-2db6-4edb-82de-ffccf86c2ca2,2025-01-27,East,Toys,3,41.73
179,09cb3942-43f5-4a85-bbc9-f87af668a617,2025-03-03,South,Electronics,4,115.04
180,587ef344-6f3f-420c-98b8-e4cc1bc044fc,2025-03-18,North,Electronics,3,129.95
181,6fb78271-504d-481f-8953-5b63ba81edd9,2025-01-03,South,Electronics,1,134.55
182,1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,2025-03-11,South,Clothing,4,75.72
183,30a900ad-939b-462d-a645-f129629c2ae3,2025-03-13,North,Electronics,8,127.66
184,6fa17735-b572-43d0-8b5c-ea6a41357e8c,2025-01-27,East,Toys,3,43.69
185,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,2025-01-09,South,Home,3,91.92
186,f0b5156b-b82c-4074-afd5-dea589d7fd6c,2025-03-03,South,Clothing,3,30.56
187,3270e4fa-abae-4f43-bcae-8081bdf070aa,2025-02-06,South,Electronics,3,123.16
188,f2e9702d-11e9-4daa-ae69-81a35d3d9e56,2025-02-20,West,Home,3,80.79
189,9f871ce7-5487-4d4f-abb7-a385aa0b7b14,2025-02-13,South,Clothing,2,63.2
190,1fe771d6-d917-4793-a9d3-c2e6505cc686,2025-01-24,North,Sports,2,68.69
191,81d2c7de-4ce1-4b90-a669-7833b841d0a0,2025-03-20,North,Sports,4,76.48
192,5380b904-688c-4015-aab9-7e494f2d4796,2025-02-28,East,Clothing,4,51.38
193,8dedf9fb-4bb0-4f20-b27c-40266703b636,2025-02-01,East,Toys,3,56.94
194,aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,2025-03-29,South,Sports,3,77.1
195,bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,2025-02-21,South,Sports,3,72.26
196,91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,2025-03-03,North,Electronics,1,109.54
197,d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,2025-02-27,South,Electronics,4,132.23
198,35ce8841-4973-4d6c-8dca-bfb7001a9a8b,2025-02-21,South,Electronics,3,123.1
199,9b4e2c24-9479-41e6-8927-7d9b6e0d2648,2025-01-12,North,Clothing,3,48.67
200,7118e364-7709-4749-927e-ecfaa79ac9aa,2025-02-08,North,Home,2,79.15
201,82dc4c8e-36b5-429a-acf5-e81e71316269,2025-01-02,North,Home,4,89.44
202,f5b78cc7-e6b3-4944-8b32-3e357922bac2,2025-01-03,North,Toys,6,48.27
203,a8aa7158-2b70-4525-bc67-f831cbc84759,2025-02-25,East,Toys,1,47.31
204,a9f25336-83f4-49a9-88a6-39d015b52908,2025-03-22,North,Toys,1,41.39
205,17e8392a-55ce-45db-9e87-e04ca2086977,2025-02-28,South,Home,2,95.39
206,3c20592f-c04a-46c4-b3b6-3fe1d1843324,2025-01-02,North,Clothing,3,78.57
207,ce7ae7f6-3982-4cff-8f77-a665ac3c5640,2025-01-02,West,Home,3,91.06
208,0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,2025-02-23,West,Electronics,2,111.19
209,9c7c7377-79a2-4903-bbe3-3b243eae0032,2025-03-28,North,Electronics,6,104.13
210,74962764-12a4-4ef0-84bb-b7a9d98868dd,2025-01-01,South,Home,1,71.84
211,935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,2025-01-19,North,Home,2,109.3
212,624c69b6-b244-45a7-b7e5-848131c681ec,2025-01-02,South,Sports,3,74.23
213,25c73c44-3e75-43b4-a64f-a6637e8f8095,2025-02-22,North,Electronics,3,151.9
214,e4855aa1-016b-4287-b008-05cca7f36ae9,2025-02-13,East,Sports,4,68.2
215,e2add909-c521-4f2d-9c45-d539c03f3538,2025-03-31,South,Clothing,1,56.12
216,3805f907-6cd6-4193-8746-8f591b494e15,2025-02-01,West,Home,3,78.89
217,b227462c-f53d-4330-8dda-24ba2d06e8cf,2025-03-11,North,Home,1,78.62
218,8eb22579-0cdb-4ca4-b6ec-bdd68498e113,2025-02-01,West,Home,2,68.4
219,1f115b76-d92c-4227-aadf-50853fcb7546,2025-03-09,East,Clothing,5,42.77
220,76f2dbfe-cd29-436f-a222-82e174daaebf,2025-02-24,North,Home,7,87.52
221,8f15ba58-fce6-4504-87f8-424daae65fc1,2025-03-16,South,Electronics,1,135.82
222,c1581092-f335-4ba3-913a-7052986f9025,2025-02-25,North,Electronics,4,156.67
223,d0a44432-9cd6-4852-b14c-7df4e4347d51,2025-01-17,South,Clothing,1,53.49
224,6d3ee1dc-8139-4443-a45b-712eb8225688,2025-02-07,South,Toys,1,34.71
225,722764e6-8c41-461b-a827-a1b9d4a02e53,2025-01-24,East,Home,2,68.43
226,dc8aee30-be60-43f7-a8be-9288e5af6e39,2025-03-10,South,Sports,5,86.89
227,c074718e-425a-409f-b337-c59979844388,2025-03-11,West,Clothing,4,72.22
228,46fde062-a33d-47af-9701-410d3f4b1a70,2025-03-27,North,Toys,1,26.85
229,7c0e8cd8-8573-4793-8715-b2b9c40c5d91,2025-01-11,West,Sports,1,56.47
230,709b7d97-464c-44af-bd3f-3799a07295e9,2025-01-16,North,Clothing,1,74.29
231,3c07c574-4925-4af1-b6aa-e05b13d5f2f7,2025-03-14,East,Clothing,3,65.75
232,e49d681d-51d8-4c64-95fa-1ab8458f1f19,2025-02-28,South,Toys,5,51.38
233,269cd696-236c-4b87-94a0-bccb8a476a87,2025-03-11,North,Home,3,66.76
234,271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,2025-03-21,West,Home,4,51.83
235,6a34c854-1071-4d51-b6c5-9dacb4d7e28e,2025-01-03,South,Electronics,1,106.88
236,7746d0ba-8ae8-405b-94b4-a48268586eba,2025-01-20,East,Sports,4,80.32
237,d5385b0e-34f3-493c-8ff0-a55c6a702e2f,2025-02-28,East,Sports,6,101.67
238,c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,2025-02-05,South,Electronics,3,113.56
239,05000bc6-b20d-4b6e-b231-1f1795863a76,2025-01-19,South,Clothing,5,94.14
240,9360715f-c3fe-4183-a172-b725db52ca58,2025-03-31,East,Home,3,92.45
241,f1578470-0182-47c4-ba1b-58066160a6b4,2025-03-08,North,Electronics,4,99.1
242,63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,2025-01-19,East,Toys,2,43.21
243,d5f25073-f414-42b1-a442-9ebbda7b9095,2025-01-20,West,Electronics,2,132.96
244,bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,2025-03-12,North,Electronics,2,83.62
245,e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,2025-02-21,North,Clothing,6,69.67
246,45df16b6-382c-443f-bcfc-9b793875394c,2025-02-02,East,Sports,3,87.59
247,638c254c-076e-4bba-bc53-08bf6f92f25e,2025-02-09,South,Electronics,4,125.98
248,cc530e36-addc-4e13-ab3b-4d37560c95ee,2025-02-08,South,Clothing,1,59.07
249,d72b6108-2a40-4f12-b963-f37f67814c1f,2025-03-23,North,Clothing,2,57.41
250,fb10987f-20ac-4703-ab67-146a77a6e17c,2025-01-01,South,Electronics,4,116.53
251,e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,2025-01-11,North,Electronics,3,102.36
252,a9ba5a27-907b-4e36-9786-48f864de82e6,2025-02-26,South,Clothing,2,49.69
253,6db99102-a48b-4dbe-957d-94a106f028ff,2025-03-30,East,Home,2,73.75
254,2e85cb21-7631-4e9d-9de9-f86322bd3388,2025-02-19,South,Toys,2,41.7
255,53cd6268-610c-4373-8299-9aa40cdf742b,2025-01-23,South,Sports,2,61.65
256,56666f9f-53ac-4ab9-b467-2cd9362f5e5c,2025-01-31,West,Toys,2,26.96
257,473bd358-610e-4a64-a130-1617c2dff335,2025-02-11,East,Home,3,91.4
258,6bebac31-d4f8-4d72-b382-1cfdc083b73a,2025-01-07,West,Toys,3,45.56
259,78660765-14f7-4e8d-95bc-b8d04094dded,2025-01-16,South,Home,1,71.91
260,0d557b61-8a17-4dfe-bfc0-0dc804f64d86,2025-03-31,East,Home,2,87.59
261,39669fa7-5997-4043-b3b1-025bfff9f585,2025-03-01,North,Electronics,2,113.2
262,f510ab53-c7fe-439f-9190-f938a66fd7f7,2025-01-02,North,Electronics,5,120.95
263,07f194f9-c115-4d6d-8a4e-5b70a6d964a3,2025-01-01,North,Clothing,2,74.63
264,d6d7b3b8-3309-4d35-bf4d-f561f319c125,2025-02-17,South,Home,2,70.94
265,3d114802-2702-478b-9f0f-da8d05379ff6,2025-01-12,West,Electronics,1,102.41
266,1d48a071-ab61-47b1-b93b-4c3220500494,2025-03-10,South,Clothing,1,57.82
267,770c7798-37cc-463b-b2a0-345990604f62,2025-02-06,East,Home,2,59.55
268,5e6fea07-c453-4f1d-8199-2fdfb31022f0,2025-02-01,East,Clothing,5,55.84
269,f6b751f7-9b74-4245-9b1b-c8952af43ab7,2025-01-09,East,Home,2,75.79
270,c71d5e60-1d52-46ab-b7e6-427cbf780e3f,2025-01-19,South,Sports,2,33.04
271,4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,2025-02-17,East,Sports,2,77.96
272,edcb8cb6-0692-4c63-9424-aed51bac5c15,2025-03-21,South,Home,2,77.26
273,e87466d7-ad66-41bd-9367-6a024fdc6e1b,2025-01-03,North,Home,2,97.73
274,f1043785-658b-4523-a014-1de9f54ad0a2,2025-01-20,West,Home,1,83.23
275,9793b9b4-1374-4146-b2c5-bd89b70b3420,2025-01-24,North,Sports,2,81.03
276,3e2b6091-a092-452a-94a0-57a7b0cc1b3b,2025-02-23,North,Home,2,97.85
277,4d3485c5-c5c1-4eb4-b27b-3d901a16342c,2025-02-02,West,Electronics,4,118.02
278,ce3714af-99b4-4350-af2b-99b4d9acd158,2025-01-24,South,Electronics,6,119.99
279,90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,2025-03-16,East,Home,8,56.4
280,8861fe18-58e2-4888-8a83-81bec85aca46,2025-03-13,South,Home,6,98.59
281,11a72609-5edd-4bbf-a959-76636daa2e68,2025-02-05,South,Sports,1,67.81
282,033d2bce-575a-4d2c-a5c5-650c8186a576,2025-02-07,South,Electronics,4,104.91
283,7d7ddbed-d284-476c-ab88-f83dd97dc9cd,2025-03-25,South,Home,5,91.1
284,5cb85aed-f5f6-4c97-aefb-63b11b049863,2025-03-30,South,Sports,2,37.3
285,75b17a55-d426-4982-a43e-4288a2b5b498,2025-01-25,East,Sports,2,63.56
286,2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,2025-01-18,South,Home,5,93.62
287,a6846099-f729-4951-8591-31d2bbda0242,2025-03-23,West,Home,2,73.43
288,eb6c1016-cee6-44d0-9dac-6e8345241ea6,2025-03-07,North,Home,1,69.23
